row_name,logConc,logFC,pVal.Tgw,adj.pVal.Tgw,Tgw.Disp,UpDown.Tgw,B29,B30,B31,B32,LO2,LO3,LO4,LO5
gene4037,1.036834579,6.690646421,0.010618943,0.016796402,0.147514544,1,710,227,690,1307,86,189,184,52
gene2127,-0.62980483,8.56242732,0.010621833,0.016796402,0.055419609,-1,5133.01,1625,3099,13117,303,269,363,171
gene324,0.601137353,8.785021567,0.010670863,0.016866989,0.051522392,1,4378,969,2766,9923,538,426,701,339
gene2493,0.923502144,6.543805285,0.010690402,0.016890922,0.11691294,1,887,195,621,1031,87,103,160,97
gene1794,-0.605258746,8.735552058,0.010697738,0.016895564,0.051689022,-1,6017,1678,3249,16395,374,285,464,174
gene3786,0.606807661,7.57644369,0.010714057,0.016914382,0.050826092,1,1880,451,1162,4154,210,141,357,173
gene2516,1.403605377,10.52616082,0.010739496,0.016947578,0.275107641,1,25305,1007,3607,6287,3685,1124,2303,1344
gene1761,-1.899991037,4.956434766,0.010909765,0.017209202,0.451254166,-1,769,166,16,1825,17,7,19,6
gene2804,-2.700025937,5.291592244,0.010962407,0.017285141,0.859726134,-1,784,259,1,3106,10,0,11,14
gene366,0.598008128,7.16486838,0.011073095,0.017452506,0.048599694,1,1191,407,836,3283,193,146,212,103
gene3498,0.709275756,6.97404837,0.011225233,0.017685037,0.069975178,1,1250,300,535,3172,177,164,155,82
gene266,0.745295634,7.074881207,0.011236453,0.017695456,0.078029844,1,1015,312,601,4060,123,177,224,98
gene2247,-1.270432392,5.25510199,0.011381169,0.017916013,0.205766507,-1,466,196,308,1840,11,11,42,18
gene1308,-1.043968222,5.623794854,0.011412434,0.01795787,0.137684476,-1,581,180,525,2307,29,28,39,20
gene2310,0.814823209,7.222755344,0.011427301,0.017973899,0.094009907,1,1163,426,692,3092,101,201,287,112
gene684,-0.618593267,7.172991297,0.011434442,0.01797777,0.050414203,-1,2087,588,1054,5354,113,94,135,77
gene3617,0.81559704,6.420954691,0.011591438,0.01821715,0.092374459,1,1113,141,377,1693,132,59,168,74
gene3557,2.259471954,0.697478324,0.011675233,0.018341338,0.385713458,1,5,1,8,27,9,1,5,0
gene533,-0.849818629,6.035199307,0.01175878,0.018465034,0.094541509,-1,928,247,565,2798,49,41,66,21
gene3376,-1.415800405,4.752867812,0.011896017,0.018672906,0.269056846,-1,466,110,280,967,39,4,13,3
gene2508,-1.374000444,6.294876848,0.012027356,0.018871354,0.261801139,-1,1103,325,873,3656,113,15,7,31
gene969,-0.596630506,7.546458593,0.012221908,0.019168782,0.051008948,-1,2924,673,1463,6774,219,99,214,64
gene1866,0.594694181,7.119208462,0.012279808,0.019251732,0.049413614,1,1531,310,744,3306,222,126,224,85
gene1405,0.75211617,6.820520244,0.012399201,0.01943098,0.080750925,1,1270,293,470,2101,114,92,199,122
gene3314,0.728514562,6.416752235,0.012429454,0.019470446,0.074024207,1,524,204,501,2394,111,80,147,70
gene1662,0.619859115,7.589904168,0.012456259,0.01950448,0.055417456,1,2510,424,960,3683,292,171,325,126
gene1843,0.696788189,6.577974508,0.012515407,0.01958911,0.067972449,1,1041,185,524,2143,143,70,171,79
gene3157,0.653856402,6.800844767,0.012622511,0.019748702,0.061003798,1,1020,212,638,3114,146,91,166,108
gene3244,0.724258846,7.202911363,0.012632441,0.019756191,0.07562376,1,1632,263,692,3775,253,101,336,77
gene1624,-1.012653523,5.820511963,0.012678162,0.019819626,0.14448977,-1,843,210,665,1853,72,16,50,14
gene2170,-0.955362361,6.660839341,0.012685602,0.019823189,0.129406648,-1,2436,181,1247,2461,83,43,96,42
gene1524,0.834059681,6.306995616,0.012692468,0.019825852,0.098077471,1,705,166,378,1908,164,40,131,72
gene2391,-1.023574024,5.607165448,0.012699132,0.019828197,0.138611304,-1,582,177,465,2469,38,27,38,16
gene3677,0.589862024,7.578818916,0.012821587,0.020011262,0.050276633,1,2004,582,905,3808,271,150,283,167
gene3525,0.861522345,5.841590513,0.01284502,0.020039692,0.103500003,1,592,116,258,1230,80,58,106,44
gene1823,2.873287571,6.458214886,0.012875846,0.020079628,1.0364202,1,169,223,0,1,303,78,245,52
gene1826,0.737559366,6.948489138,0.012985148,0.020241864,0.079269162,1,742,264,548,4492,209,89,182,114
gene1258,-0.653832353,6.905525342,0.012994027,0.020247488,0.059178605,-1,1955,410,881,4765,101,53,138,65
gene2660,-1.158395775,5.350144615,0.013067399,0.02035356,0.176238028,-1,557,185,315,1978,16,14,42,20
gene980,-1.153594102,5.380447795,0.013131267,0.020444749,0.176715623,-1,873,156,290,1656,33,26,25,10
gene3099,1.42535679,4.557732142,0.013580372,0.021135417,0.28155879,1,87,25,140,541,74,16,53,10
gene986,1.479111938,3.736923341,0.013741624,0.021377714,0.2933157,1,102,10,55,300,48,10,26,5
gene3566,-0.780740843,6.528035436,0.013787798,0.021440864,0.085702029,-1,1256,413,993,2425,95,56,66,37
gene3490,-6.258871502,0.509200359,0.01379452,0.021442634,0.348626425,-1,13,3,6,67,0,0,0,0
gene622,-0.895971564,6.076392538,0.013896129,0.021591841,0.109709713,-1,784,289,627,2906,32,43,64,31
gene2872,-0.952647881,6.273484989,0.013954948,0.021674466,0.132681198,-1,865,307,767,3656,103,42,49,14
gene2883,1.406819085,4.710310709,0.014082476,0.021863699,0.277819693,1,183,40,163,257,74,8,45,32
gene742,-0.831729248,6.289396461,0.014310054,0.022208047,0.096359006,-1,1623,241,635,2620,56,52,70,30
gene1851,-0.552122129,7.370857009,0.014345618,0.022254248,0.043807444,-1,2161,633,1384,6047,146,83,194,91
gene3247,0.824714911,6.709089811,0.014358464,0.022256532,0.101257418,1,590,245,734,2202,128,159,132,68
gene1945,-0.91028234,5.867087723,0.014358679,0.022256532,0.114853972,-1,1188,179,406,2431,57,27,48,22
gene1554,-0.837430091,6.712401347,0.014376358,0.022274946,0.104952312,-1,1636,339,968,4430,164,32,76,34
gene3857,0.783122943,6.572013594,0.014394929,0.022294727,0.091482347,1,842,128,707,2087,158,100,124,74
gene2945,0.917426447,8.6586873,0.01445341,0.022376279,0.130653707,1,2737,902,2043,9466,345,784,394,265
gene357,-1.718228504,4.449359939,0.014588354,0.022576095,0.419155282,-1,248,77,243,1269,35,1,4,1
gene884,-0.73311364,6.404768628,0.014603002,0.022589662,0.078134847,-1,1171,335,766,3102,79,31,112,33
gene258,0.790987294,7.534614907,0.01462601,0.022616145,0.095504636,1,1765,352,934,4539,529,96,261,103
gene1059,-1.965450181,2.611143275,0.015097341,0.023335568,0.320160169,-1,66,26,52,286,2,0,1,4
gene1485,-0.605659891,7.124389922,0.015156074,0.023416211,0.053704958,-1,2143,484,1101,5279,174,73,111,66
gene1718,0.656060943,8.277578723,0.015161707,0.023416211,0.067645698,1,2270,787,1751,8279,270,305,491,307
gene1931,0.937981802,6.359432609,0.015192737,0.023454703,0.131586841,1,582,170,433,1883,186,31,206,47
gene1828,0.630956824,10.1004008,0.01521882,0.023485531,0.06357914,1,8257,3542,5432,25446,1899,988,1515,750
gene2879,-0.883850799,8.059916189,0.015225092,0.023485774,0.119886628,-1,4193,1086,2327,10309,104,261,141,116
gene2018,0.583674793,9.172661623,0.015255077,0.023522581,0.054134324,1,5162.24,1521.55,3234.06,14041.44,839.32,482.86,713.56,527.51
gene3629,-1.449591238,4.938023924,0.015298224,0.023579647,0.290629658,-1,268,111,387,1704,33,3,8,15
gene3549,1.170418787,5.944120991,0.015335598,0.02362777,0.204980405,1,499,93,296,1172,196,25,143,21
gene1274,-0.869082492,5.831044668,0.01542845,0.023761298,0.105054741,-1,803,221,504,2321,39,36,53,21
gene2692,1.552077872,4.443701818,0.015504642,0.023869069,0.350267397,1,47,19,85,732,56,11,63,15
gene2292,0.782999312,9.294109013,0.015700547,0.024160978,0.098284786,1,4297,1593,3281,15440,634,1027,714,409
gene1895,-0.926888895,5.754461045,0.015729064,0.024195168,0.123858981,-1,685,238,472,2261,44,32,52,14
gene792,0.595539614,7.603669047,0.015938947,0.024508204,0.054813587,1,2344,479,840,4484,270,153,386,125
gene1096,0.588689255,7.498402407,0.015994761,0.024584185,0.053915512,1,1797,411,1018,4534,250,221,222,114
gene692,-0.584917266,7.961332145,0.016229916,0.024935644,0.053195657,-1,4211,995,1858,7490,216,173,265,104
gene454,0.647052228,8.314129367,0.016356224,0.025119655,0.066867368,1,2753,772,1778,7914,526,346,540,134
gene2865,0.874648828,6.716570304,0.016453991,0.025259704,0.118973919,1,722,165,694,2634,300,53,147,68
gene2931,0.57716014,7.74004052,0.016464223,0.025265314,0.052433812,1,2416,536,1072,4759,366,204,255,149
gene1082,0.63655539,7.032607592,0.016577607,0.02542689,0.062386772,1,1244,310,752,3029,152,143,257,71
gene1334,-0.627633768,6.863447267,0.016582755,0.02542689,0.059029802,-1,1765,396,867,4850,136,52,111,56
gene2408,-3.300416551,5.772869637,0.01663486,0.025496606,1.38173368,-1,0,561,1400,7,11,9,15,3
gene630,0.584239567,7.527925221,0.016680322,0.025556089,0.05328993,1,1928,432,930,4783.06,334,175,271,96
gene2963,1.215756257,5.65113903,0.016753344,0.025657734,0.226917456,1,340,50,414,597,119,24,111,42
gene3033,-0.690541875,7.010047526,0.016796477,0.025713539,0.073292308,-1,2524,338,1331,3547,130,71,130,51
gene1295,1.689975456,5.676435498,0.016915032,0.025884717,0.435877499,1,374,3,263,872,152,18,122,46
gene347,0.983378055,7.063424019,0.016966327,0.025952872,0.15315746,1,1005,272,739,2541,439,42,240,64
gene1648,0.638022759,6.822740045,0.017041452,0.026057411,0.062839752,1,1227,307,494,2500,141,119,184,80
gene518,0.729940215,6.38629799,0.017248344,0.026363266,0.082506123,1,856,193,364,2029,87,89,152,67
gene457,-1.869982167,3.484125691,0.017465794,0.02668501,0.489742493,-1,72,18,267,312,7,1,10,0
gene1420,-3.517070334,4.331857553,0.017506505,0.026736574,1.422905947,-1,0,164,0,2354,3,2,0,4
gene350,1.228703361,5.696618576,0.017521372,0.026748645,0.234519776,1,203,92,218,1480,184,22,84,28
gene1171,0.670078303,6.949364655,0.017580561,0.026828341,0.070405599,1,727,382,582,3578,226,99,175,92
gene2393,0.645515851,8.699339346,0.017601131,0.026849064,0.068875436,1,4317,983,2054,9793,541,552,537,244
gene501,0.664027404,6.683265077,0.017726615,0.027029745,0.06815622,1,861,246,600,2525,147,95,211,54
gene3104,-0.869367764,6.141307733,0.017788606,0.027113506,0.10992916,-1,959,333,626,2432,51,35,39,48
gene2841,-0.617697498,6.876095991,0.01782886,0.027164082,0.058474709,-1,1659,430,880,4853,93,59,153,55
gene1240,-1.245313622,4.26503687,0.017973125,0.02736978,0.207074113,-1,307,91,143,740,20,5,9,7
gene3586,-0.696042243,6.7240127,0.017978119,0.02736978,0.074250398,-1,910,477,965,4593,109,50,91,55
gene64,0.603774426,7.72476614,0.017986005,0.027370937,0.059646222,1,2130,489,1097,5415,266,263,235,158
gene3775,1.25254492,4.948941749,0.018079441,0.027499352,0.237744395,1,193,59,124,679,99,10,50,27
gene345,0.822975735,5.907759964,0.018084708,0.027499352,0.104748376,1,394,143,364,1369,89,42,116,55
gene4023,-0.58418372,7.521130495,0.01832012,0.027846292,0.052751667,-1,2428,539,1607,8136,151,127,153,103
gene67,-1.38063092,4.472719455,0.018337951,0.027862369,0.245905265,-1,197,91,264,1092,7,10,9,13
gene3791,-2.018684534,1.86468685,0.018575035,0.028211431,0.310095296,-1,43,11,32,151,0,0,3,1
gene1714,0.618308053,8.021762578,0.018587613,0.028219376,0.063561971,1,2381.98,583,1358,7267.98,307,340,366,154
gene3841,0.570831133,7.657351535,0.018633574,0.028277976,0.053514116,1,2213,535,996,4499,224,202,274,180
gene941,-0.740415378,6.343390135,0.018830159,0.028565025,0.082067807,-1,1436,289,638,2830,58,39,77,49
gene3926,-3.275292425,4.283869721,0.018870551,0.028605946,1.35079174,-1,0,155,540,0,5,0,5,3
gene1981,0.525649144,7.952209944,0.01887203,0.028605946,0.045325982,1,2454,728,1244,5889,354,234,353,172
gene573,-1.225999738,4.26358189,0.018987132,0.028769062,0.193424261,-1,309,59,198,781,16,8,9,7
gene1092,-0.895657133,5.964760664,0.019040738,0.02883891,0.119633501,-1,863,212,621,2667,39,21,52,44
gene531,-1.371250773,3.66625271,0.019121841,0.028944375,0.219604332,-1,212,35,123,542,7,2,9,6
gene3894,-0.551898049,8.035074109,0.019125442,0.028944375,0.050036915,-1,3690,993,2174,9139,272,187,256,100
gene881,-0.641810782,7.524805078,0.019167527,0.02899664,0.066489764,-1,3458,596,1422,6127,107,127,221,84
gene1224,1.200778034,7.037680657,0.019219063,0.029063158,0.238809977,1,1128,223,533,2441,50,183,76,243
gene3774,0.660814959,6.993791144,0.019329644,0.0292182,0.071399321,1,1346,293,661,2849,115,97,265,120
gene3990,-1.140028148,4.73444015,0.019336804,0.0292182,0.181804301,-1,317,128,265,1007,24,10,13,12
gene1580,-2.146274667,6.205156945,0.019429221,0.029346299,0.703265849,-1,0,497,1142,4453,41,5,49,16
gene2610,-1.277189299,3.880936515,0.019732248,0.029792281,0.205299572,-1,161,50,154,723,8,5,12,5
gene751,0.93327393,8.030799272,0.019996243,0.030179006,0.148572535,1,2376,544,1247,5091,130,497,438,146
gene3445,0.623423501,6.737098514,0.020026173,0.030212306,0.063252312,1,962,275,579,2586,116,118,164,83
gene1494,1.463025618,3.0513185,0.020041285,0.030223233,0.301108872,1,44,10,29,256,21,3,14,14
gene1252,1.013188781,6.47693404,0.020073488,0.030259916,0.170007341,1,1221,110,353,1424,223,40,211,46
gene1984,0.530803461,7.346882988,0.020210035,0.030453803,0.046176122,1,1483,426,908,4329,210,113,280,139
gene3860,-0.540746814,7.324008324,0.020294244,0.030568703,0.046315311,-1,1811,632,1461,5797,133,101,168,86
gene3359,-0.991830866,5.928452532,0.020329991,0.030610543,0.149917062,-1,764,251,530,2902,20,26,51,43
gene3420,-0.769022829,6.447693929,0.020388935,0.030687265,0.091775315,-1,1352,346,678,3345,66,34,65,65
gene2177,-1.106252544,6.71492626,0.02057436,0.030954218,0.205749067,-1,351,627,1161,5234,138,23,75,35
gene830,-1.356916056,3.848787516,0.020641348,0.031042842,0.248465002,-1,120,50,152,811,9,2,13,5
gene3208,-0.589079445,7.927930777,0.020681654,0.031091285,0.057140685,-1,3691,858,2142,8155,166,158,209,160
gene828,-0.765467154,6.447142413,0.020886943,0.031387617,0.093989003,-1,1166,349,827,3177,40,53,112,38
gene1603,0.719330853,6.597148555,0.020970019,0.031500135,0.084514554,1,625,316,418,2484,182,62,174,69
gene3902,-0.649488407,7.590065758,0.021259495,0.031922487,0.072202301,-1,2464,737,1551,8222,276,60,157,100
gene3734,0.95254383,5.833991808,0.021281716,0.031943366,0.150099673,1,338,102,384,1278,106,68,112,21
gene2103,-0.541411516,7.08524594,0.021454609,0.032190294,0.047029433,-1,1738,445,1321,4899,139,78,138,67
gene2468,0.647613714,7.61331571,0.021498082,0.032242926,0.072548796,1,2818,432,866,3260,267,211,275,143
gene654,-0.770940875,6.368110043,0.021529207,0.032277004,0.095786223,-1,1177,269,743,3590,40,51,107,33
gene476,0.773525011,6.331009121,0.021643015,0.032434386,0.098533791,1,450,237,421,2026,171,62,122,53
gene1754,-3.200889294,2.992423682,0.021651071,0.032434386,1.128723815,-1,31,1,0,1166,1,1,1,1
gene3576,-0.670117684,6.647144113,0.021825941,0.032683602,0.072646536,-1,1609,381,631,4162,96,40,98,59
gene3254,-1.286499158,4.920886147,0.02189528,0.032774657,0.261981871,-1,209,161,375,1244,40,8,11,8
gene1501,0.971727248,5.517739431,0.021918328,0.032796376,0.156650772,1,350,86,225,1127,47,61,88,35
gene2655,-0.816003551,6.02906381,0.021932383,0.032804627,0.10936522,-1,1145,193,550,2693,72,21,72,24
gene255,-0.667348674,6.68626736,0.021987737,0.032874619,0.072197185,-1,1527,323,925,4084,77,40,120,64
gene2742,0.836074093,5.855856111,0.022012358,0.032898625,0.115937601,1,349,103,397,1514,93,45,104,50
gene3093,0.566722865,7.099621702,0.022138333,0.033074032,0.054024449,1,1175,345,819,3562,164,143,244,82
gene1860,0.625316614,7.150672967,0.022253321,0.033232895,0.06645147,1,1713,295,802,2846,253,85,272,94
gene631,0.527958199,7.405776567,0.022592241,0.033725922,0.047585391,1,1584,438,939,4510,290,159,212,109
gene29,0.911776746,6.274754005,0.022629396,0.033768264,0.140974779,1,299,203,493,1754,199,64,115,39
gene3176,0.679737509,6.95583304,0.022734685,0.033912204,0.079572343,1,911,286,707,3483,203,159,173,55
gene2311,0.678811887,7.979293429,0.022801099,0.033998067,0.082177971,1,2214,634,1339,5956,217,380,333,172
gene1316,0.600761634,7.600011088,0.023146707,0.034500001,0.064172535,1,1686,456,1081,5312.24,266,163,188,216
gene49,-0.648763927,8.428259641,0.023287494,0.034686153,0.074411672,-1,5524,1195,2729,13148,196,282,300,175
gene806,1.001553553,5.283977413,0.023289661,0.034686153,0.169902711,1,409,62,164,843,63,24,81,40
gene1396,0.53419828,7.898517763,0.023428016,0.034878686,0.050044411,1,2071,666,1317,6242,454,173,348,150
gene950,1.107354081,4.960390479,0.023589361,0.035105283,0.201138581,1,165,75,162,625,75,39,47,13
gene3897,0.940213229,6.946137324,0.023722062,0.035289093,0.156125849,1,813,201,992,2005,403,59,178,59
gene1219,-1.440078718,3.670875892,0.023735704,0.035295718,0.331155062,-1,155,51,147,475,16,0,8,2
gene1995,0.791782112,7.461891944,0.024253869,0.036052288,0.112649426,1,1386,406,823,4674,538,88,172,120
gene1364,-0.653192073,7.041681718,0.024315659,0.036130153,0.072615188,-1,2009,603,1146,3338,96,105,113,58
gene3494,-1.246522509,3.946303344,0.024370384,0.036197465,0.225542,-1,248,54,92,816,14,3,11,5
gene3678,0.511921436,7.714846612,0.024380346,0.036198264,0.046664797,1,2052,543,1256,5056,226,208,342,154
gene1522,-0.520122585,8.243225985,0.024412277,0.036231667,0.048363398,-1,4309,1080,2267,11784,356,183,270,144
gene1688,-0.879691607,5.796209037,0.024514117,0.036368761,0.130156108,-1,536,239,534,2547,37,21,69,24
gene2007,-0.790944486,6.106529798,0.024603138,0.036486739,0.106740029,-1,1065,172,600,3393,57,31,87,24
gene3203,-1.413668793,3.275091592,0.024741514,0.03667779,0.256097309,-1,106,30,109,438,10,1,4,3
gene1491,-0.600166796,7.26763486,0.024791985,0.036738432,0.061587154,-1,2409.17,516,1129,6221,166,103,96,82
gene2896,0.99027481,5.488515321,0.024910512,0.036899836,0.169076447,1,262,109,255,911,70,68,60,28
gene2669,1.060478596,5.26932958,0.024976889,0.036983898,0.193186839,1,285,69,202,824,91,15,75,36
gene763,-0.816839052,5.921354278,0.025176463,0.037265045,0.108059454,-1,1027,253,527,1776,44,27,51,37
gene949,0.999458401,5.570043717,0.025687706,0.038007118,0.17729618,1,243.23,104,186,1502.92,61,70,71,35
gene63,0.526402621,8.340189309,0.026063906,0.038548888,0.051535268,1,2739,833,1981,8602.69,525,312,399,218
gene931,0.897700722,5.872779019,0.026181138,0.038707371,0.143338361,1,303,87,407,1665,131,46,101,35
gene2451,-0.819169229,5.839923344,0.026241049,0.03878102,0.109724138,-1,648,245,516,2404,47,26,43,34
gene2621,-2.60404926,5.649526735,0.026353528,0.03893227,1.061925007,-1,1530,7,0,5767,12,6,14,15
gene2699,-0.925958905,5.387184988,0.026408484,0.038998457,0.139729338,-1,599,164,405,1551,29,20,38,19
gene936,-0.64716564,6.436827984,0.02644093,0.039031365,0.072848801,-1,1429,298,650,3274,82,43,108,33
gene236,-0.660811702,6.84697644,0.026592543,0.039240092,0.076631145,-1,2216,323,956,3900,86,47,133,71
gene180,-1.114975432,4.434511058,0.027074331,0.039935679,0.203503042,-1,323,75,203,913,25,6,16,5
gene296,-0.57116374,7.523315558,0.027317698,0.040268131,0.057728784,-1,2552,651,1508,7062,132,101,159,136
gene1178,0.955891457,6.762597979,0.027325701,0.040268131,0.169671454,1,1448,158,357,2148,319,42,214,53
gene304,-0.54962717,7.408671057,0.027331169,0.040268131,0.05344491,-1,3039,511,1420,5326,147,101,161,101
gene344,-0.516894428,7.231634965,0.027388348,0.040336903,0.047405536,-1,2059,474,1276,5922,133,83,188,74
gene2651,0.63811044,8.665541511,0.027413484,0.040358449,0.078205973,1,3711,877,2619,9223,342,525,601,309
gene703,-0.90979045,5.478759375,0.027611532,0.040634442,0.137514044,-1,659,159,367,2011,34,22,36,21
gene2940,-0.522917961,8.086280626,0.027725009,0.040785813,0.051533779,-1,4045,1108,2124,8357,340,144,276,118
gene1119,0.652993064,6.930205981,0.027747604,0.040803425,0.077776041,1,1028,279,642,3449,243,65,245,71
gene1964,-0.575733763,7.218535919,0.027848138,0.040935591,0.058924922,-1,1999.12,519,1331,5520,89,98,175,81
gene2366,0.505147479,7.536607632,0.028270407,0.041540411,0.047710004,1,1954,469,1037,4563,196,186,293,140
gene61,-0.486939963,7.272985504,0.028682144,0.042129299,0.042609546,-1,1872,580,1319,5648,151,93,179,73
gene2597,1.32970409,4.344319419,0.028744716,0.042205067,0.313710941,1,124,25,109,460,48,5,24,37
gene2927,0.572833059,8.585041834,0.028918913,0.042444609,0.063726394,1,3848,998,2236,8218,736,232,506,319
gene1052,-1.201555514,4.51911591,0.028981021,0.042519519,0.223805341,-1,312,46,265,1214,14,9,12,12
gene288,-0.574561237,6.978293118,0.029009917,0.042545664,0.060269643,-1,1309,499,1206,4780,142,80,119,49
gene3380,1.321936168,5.967492127,0.029133271,0.042710265,0.326483251,1,559,52,286,1208,216,5,109,57
